time,open,high,low,close,volume,rsi,macd,macd_signal,boll_upper,boll_lower
2003-12-01,1.7238109111785889,1.7272051572799685,1.7183902263641355,1.7185969352722168,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-02,1.7190104722976685,1.7321116924285889,1.7172982692718506,1.730313420295715,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-03,1.7304929494857788,1.7318116426467896,1.7252088785171509,1.7281005382537842,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-04,1.7274141311645508,1.7289971113204956,1.7183016538619995,1.7206965684890747,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-05,1.7206077575683594,1.7331022024154663,1.71980881690979,1.7331022024154663,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-08,1.72950541973114,1.736201524734497,1.727503538131714,1.7342143058776855,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-09,1.7337032556533811,1.747793436050415,1.733612895011902,1.7454140186309814,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-10,1.7452921867370603,1.7480071783065796,1.7359001636505127,1.739796161651611,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-11,1.740007996559143,1.74770188331604,1.7378911972045898,1.7462064027786257,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-12,1.746297836303711,1.7510987520217896,1.7442874908447266,1.747304916381836,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-15,1.7394027709960938,1.7485880851745603,1.7388886213302612,1.747304916381836,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-16,1.7472131252288818,1.7561112642288208,1.7440136671066284,1.7542012929916382,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-17,1.7542012929916382,1.7690974473953247,1.7503937482833862,1.76550555229187,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-18,1.7654120922088623,1.7748117446899414,1.763792872428894,1.7710086107254028,0,84.9159623205552,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-19,1.7711968421936035,1.7727981805801392,1.7626113891601562,1.7651938199996948,0,76.05690438233665,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-22,1.7627979516983032,1.7671903371810913,1.760594367980957,1.7642908096313477,0,74.75263280360225,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-23,1.763792872428894,1.834391117095948,1.7630153894424438,1.7641974687576294,0,74.610206096499,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-24,1.763792872428894,1.7766090631484983,1.7635129690170288,1.775599718093872,0,79.69872703740778,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-25,1.7750009298324585,1.7762936353683472,1.772295594215393,1.775410532951355,0,79.41433823784827,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-26,1.7752845287322998,1.7762936353683472,1.7701934576034546,1.7720128297805786,0,74.2873859915974,0.016416766481323286,0.02283513015151041,1.7860410088987595,1.7138060932664625
2003-12-29,1.7723897695541382,1.777303695678711,1.7706009149551392,1.7744970321655271,0,75.5312103589475,0.016416766481323286,0.02283513015151041,1.787326681760013,1.7181104300945402
2003-12-30,1.7740877866744995,1.7815150022506714,1.7728923559188845,1.777998924255371,0,77.20518678041721,0.016416766481323286,0.02283513015151041,1.7897785385412985,1.7204271237092204
2003-12-31,1.777998924255371,1.7943978309631348,1.7778093814849854,1.7888127565383911,0,81.43002213657527,0.016416766481323286,0.02283513015151041,1.7934512159396063,1.722825668139373
2004-01-01,1.7888127565383911,1.7888127565383911,1.7817054986953735,1.785204291343689,0,76.34511990606893,0.016416766481323286,0.02283513015151041,1.7940977982769148,1.728629858087526
2004-01-02,1.785586714744568,1.7950098514556885,1.7792011499404907,1.7936897277832031,0,79.5750646458153,0.016416766481323286,0.02283513015151041,1.797318167239729,1.7314682416614855
2004-01-05,1.7954933643341064,1.8103152513504028,1.7951065301895142,1.807207107543945,0,83.45152490275561,0.016416766481323286,0.02283513015151041,1.802902944354723,1.7331827447131174
2004-01-06,1.8074030876159668,1.8277859687805176,1.805510401725769,1.8212946653366089,0,86.35752536494483,0.018473449790462393,0.02283513015151041,1.8121157344185777,1.7315580193198257
2004-01-07,1.8208967447280884,1.8255836963653564,1.8127107620239256,1.817785263061524,0,82.47219990855119,0.01959433539487576,0.02283513015151041,1.8179085113770999,1.7335641525022947
2004-01-08,1.8166953325271609,1.8356033563613887,1.811102032661438,1.8338866233825684,0,85.65999631453732,0.021533663852492335,0.02283513015151041,1.827061821891798,1.7331788640479908
2004-01-09,1.8339873552322388,1.8506865501403809,1.8290897607803345,1.848087191581726,0,87.77221464925051,0.023940491715771728,0.02283513015151041,1.8381732269320197,1.7321456865277582
2004-01-12,1.8473020792007449,1.8578037023544312,1.8453929424285889,1.845597267150879,0,85.39702966968375,0.02535473049490289,0.02283513015151041,1.846268366768127,1.733879781768555
2004-01-13,1.845699429512024,1.8537055253982544,1.840603828430176,1.8488048315048216,0,85.92541397221783,0.026429683612258614,0.02283513015151041,1.8539717194207903,1.7356367829672104
2004-01-14,1.848907351493836,1.848907351493836,1.764103889465332,1.831703186035156,0,71.14461412377219,0.025606456545800294,0.02283513015151041,1.8577596822226445,1.7384685835396845
2004-01-15,1.833012580871582,1.835300087928772,1.8185124397277832,1.8251838684082031,0,66.4518138801929,0.024149607078524093,0.02283513015151041,1.860218638212305,1.741427153318304
2004-01-16,1.82538378238678,1.8268845081329343,1.7944945096969604,1.7990142107009888,0,51.70751062563339,0.020645383581039622,0.022397180837416254,1.859638201667103,1.7453896289336357
2004-01-19,1.7998884916305542,1.802191376686096,1.782785415649414,1.7832940816879272,0,45.21722162814916,0.016410606918651816,0.021199866053663367,1.858611627251615,1.7483165305547812
2004-01-20,1.7830078601837158,1.822190761566162,1.7829124927520752,1.8188101053237915,0,58.03359354898799,0.015738933562449375,0.02010767955542057,1.858636616294037,1.7537528051689757
2004-01-21,1.8189092874526973,1.836716055870056,1.8155081272125244,1.832810997962952,0,61.82512564192759,0.01615021301171171,0.019316186246678798,1.8607456682994417,1.7573648811504792
2004-01-22,1.8327102661132808,1.8475067615509035,1.8327102661132808,1.8436918258666992,0,64.5087696677078,0.01715637876044429,0.018884224749431897,1.8638387645520473,1.761099914189408
2004-01-23,1.843385934829712,1.8518861532211304,1.81788432598114,1.8277859687805176,0,58.08098815504673,0.016480327670548744,0.018403445333655268,1.8634999428690546,1.7670160497723943
2004-01-26,1.8249839544296265,1.8302949666976929,1.811298966407776,1.815013766288757,0,53.4734010212098,0.014743982855241589,0.017671552837972532,1.8617651778719022,1.7728024881818696
2004-01-27,1.815013766288757,1.8291902542114256,1.80280876159668,1.8266842365264893,0,56.842423098138376,0.014146553826825725,0.01696655303574317,1.8605090308272125,1.7789271664536714
2004-01-28,1.8268845081329343,1.838505744934082,1.8128092288970947,1.815112590789795,0,52.762784311649206,0.012594174115289958,0.01609207725165253,1.859376244139219,1.7826899365668052
2004-01-29,1.815112590789795,1.8266842365264893,1.8096927404403689,1.817091584205628,0,53.37904462655373,0.011392267273437673,0.015152115256009558,1.8573606663976474,1.7878942435945706
