open,high,low,close,volume,rsi,macd,macd_signal,boll_upper,boll_lower
0.38176077170273937,0.3727515791618974,0.7405073300449997,0.3706040804435955,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.3703325981756589,0.3835977152036678,0.7406391725978556,0.3899978719908299,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.39053263274935146,0.38690110974670144,0.7492889098968953,0.39531733540427205,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.3952368577964609,0.3891020603421196,0.7471086669885035,0.38874120890690245,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.3886575886454915,0.39648337254852706,0.7485575969663972,0.4053256926427391,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.4027428213850608,0.40420460497211597,0.7543771666054443,0.4104983775095725,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.41105618897099183,0.4100184968720497,0.7572747117133445,0.4151822357300756,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.41544006598124117,0.40828964727324646,0.7549042219689807,0.4059534646730891,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.406343376505645,0.40340364569588916,0.7523243583794844,0.41112932010573244,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.41199221755888105,0.4145808899028791,0.7582682142220893,0.4197239780007491,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.4057150015102653,0.41756273829452484,0.7559603792073215,0.426138032634074,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.42562063698481545,0.4229050916692456,0.7643409215626198,0.42644669654085643,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.42654733142244594,0.43251379062695783,0.7640111184005502,0.43897472107879776,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.43939634930182403,0.4359649276582094,0.7683697938419817,0.44225289962231074,0.0,0.9718070346698513,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.44253262378856717,0.4348697958388179,0.7673814863233792,0.43630715620948757,0.0,0.862431843769691,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.43234047843867285,0.4365980829662188,0.7677744951988477,0.4384935410911852,0.0,0.8731532519422964,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.4389147071485029,0.47214421316766186,0.7698263588811453,0.43866195408684927,0.0,0.8740091536736885,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.43922777454816164,0.44067525066772406,0.7706174929102526,0.4469483210828262,0.0,0.9132377061896564,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.44800915642803707,0.4403816405959611,0.773459860925883,0.4461722784748974,0.0,0.8981915927148396,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.44691631411581123,0.44052844563184257,0.7723980364255687,0.443654289710264,0.0,0.8485959744316602,0.7635543185382494,0.8017313527951575,0.40250624485206776,0.4052135420565499
0.44439516013108116,0.446342900003178,0.7725918253002739,0.45178846954736773,0.0,0.8913140150648011,0.7635543185382494,0.8017313527951575,0.40237069553712135,0.4139477074726974
0.45253976628034476,0.4549929602016798,0.7760956887273678,0.4619598311692352,0.0,0.9336226517338573,0.7635543185382494,0.8017313527951575,0.40602823646432307,0.41763993176266
0.46257640468693806,0.4685140227401563,0.7792042606318093,0.46838656806579926,0.0,0.9557552723410423,0.7635543185382494,0.8017313527951575,0.41055661826617373,0.4205157426157782
0.4688364458990779,0.4620679129845493,0.7754992881166277,0.46712263133089693,0.0,0.9327481791219812,0.7635543185382494,0.8017313527951575,0.41238359945512704,0.4268495025262897
0.4675712951730868,0.46522300256796334,0.7789970120099169,0.46712263133089693,0.0,0.9327481791219812,0.7635543185382494,0.8017313527951575,0.4153121292028714,0.4302478373610188
0.47651154429035625,0.475610349436296,0.7862614973162931,0.4835554874194743,0.0,0.9865415105424562,0.7635543185382494,0.8017313527951575,0.4215048945575006,0.43133811717193904
0.48434756343208507,0.4935357505416835,0.7885770461043027,0.48888315700324836,0.0,1.0,0.7728331314813723,0.8017313527951575,0.4280417883059102,0.43212759691568214
0.4898087880651314,0.4828339821597196,0.7854713865428198,0.4763543864498221,0.0,0.8076958636560987,0.7695228164571246,0.8017313527951575,0.4295269247818527,0.4379835280680897
0.47681191724566396,0.4902387306745375,0.7815120956465771,0.4973241357084228,0.0,0.8874796442222515,0.7790305893905176,0.8017313527951575,0.43501781562131714,0.44121612549801936
0.4978018076142028,0.5028150287483824,0.7912789132501731,0.5104571788044314,0.0,0.9240156415492546,0.793175377684135,0.8017313527951575,0.4433021864066107,0.44193419892118646
0.5092398753405563,0.5075390385620082,0.792936272529537,0.4920018747369126,0.0,0.7355486310930581,0.7894395198050246,0.8017313527951575,0.4464330525914353,0.44554588115472615
0.49295775699622557,0.49180858835708596,0.7916738899249379,0.49903642774961243,0.0,0.7629001290940389,0.7889672918816406,0.8017313527951575,0.44994815692406287,0.44945721475476885
